pub_number cit_number
US-2018042100-A1 US-5367437-A
US-2014279817-A1 US-2014114985-A1
US-2016028670-A1 US-2008258913-A1
US-2016356927-A1 US-2015312386-A1
US-2017013581-A1 US-2015117437-A1
US-2017314893-A1 US-5572746-A
US-2017069456-A1 US-2009146074-A1
US-2016159564-A1 US-9170315-B2
US-2017284427-A1 US-2019175610-A1
US-2017350316-A1 US-7013849-B2
US-2018026359-A1 US-2010026589-A1
US-2017231776-A1 US-2004220575-A1
US-2016144484-A1 US-4833890-A
US-2018062715-A1 US-5944576-A
US-2015062532-A1 US-2012033910-A1
US-2018001118-A1 US-6631668-B1
US-2018259553-A1 US-2009195704-A1
US-2016053453-A1 US-6053663-A
US-2010236541-A1 US-2009026640-A1
US-2017283343-A1 US-8765628-B2
US-2019155406-A1 US-2006012581-A1
US-2014352383-A1 US-6943208-B2
US-2018017122-A1 US-2016296292-A1
US-2016348348-A1 US-2014059752-A1
US-2017072360-A1 US-8440160-B1
US-2016102407-A1 US-2016032112-A1
US-2017259567-A1 US-2010156987-A1
US-2018212363-A1 US-8628362-B2
US-2018354513-A1 US-2005206264-A1
US-2018041553-A1 US-2013060689-A1
US-2018104914-A1 US-2014048477-A1
US-2017236050-A1 US-2019101438-A1
US-2018149916-A1 US-2017003548-A1
US-2018341071-A1 US-2018127998-A1
US-2017150612-A1 US-2004190272-A1
US-2014375531-A1 US-2010079356-A1
US-2019188804-A1 US-9374374-B2
US-2016230757-A1 US-2013108498-A1
US-2018237079-A1 US-6425618-B1
US-2017239862-A1 US-7070460-B1
US-2018077029-A1 US-2017305228-A1
US-2017203662-A1 US-2012048983-A1
US-2018118348-A1 US-7284287-B2
US-2017056247-A1 US-2019013416-A1
US-2016341427-A1 US-2010170267-A1
US-2016339426-A1 US-7607460-B2
US-2018188599-A1 US-2017340300-A1
US-2017200525-A1 US-2013277100-A1
US-2018004170-A1 US-2015088812-A1
US-2017152094-A1 US-2018295282-A1
US-2017159592-A1 US-5099646-A
US-2018026104-A1 US-2015155067-A1
US-2017148820-A1 US-9960576-B2
US-2016293989-A1 US-2015018819-A1
US-2013138026-A1 US-6536058-B1
US-2016277027-A1 US-2008007945-A1
US-2017029654-A1 US-2007248837-A1
US-2017125580-A1 US-2015339884-A1
US-2018264326-A1 US-4616828-A
US-2016000642-A1 US-2011218395-A1
US-2017374475-A1 US-2011081640-A1
US-2017372544-A1 US-2004012481-A1
US-2016185994-A1 US-2007028365-A1
US-2014245992-A1 US-7565896-B1
US-2018068842-A1 US-2017171745-A1
US-2019003433-A1 US-6358022-B1
US-2017110899-A1 US-2009191824-A1
US-2019086635-A1 US-4578944-A
US-2018268237-A1 US-2005094879-A1
US-2018308394-A1 US-2018249225-A1
US-2017107434-A1 US-2018357890-A1
US-2015147509-A1 US-3995506-A
US-2017191316-A1 US-2012222364-A1
US-2018087790-A1 US-2003109951-A1
US-2018299105-A1 US-2007236941-A1
US-2018049605-A1 US-2016004620-A1
US-2017341405-A1 US-2005143828-A1
US-2017074698-A1 US-2018085073-A1
US-2018271027-A1 US-2014168412-A1
US-2016195899-A1 US-2018097762-A1
US-2016225694-A1 US-2015030572-A1
US-2017354317-A1 US-2017205247-A1
US-2017278863-A1 US-2016318057-A1
US-2018352168-A1 US-2017111595-A1
US-2017137268-A1 US-7135231-B1
US-2016320913-A1 US-2014152617-A1
US-2019015724-A1 US-2017044682-A1
US-2015163847-A1 US-2011310815-A1
US-2018143639-A1 US-2012008394-A1
US-2016315385-A1 US-6002365-A
US-2017044436-A1 US-2014222899-A1
US-2014142610-A1 US-2011032855-A1
US-2016219913-A1 US-2018181699-A1
US-2017176360-A1 US-2013016059-A1
US-2016285133-A1 US-2013200450-A1
US-2017118486-A1 US-8995778-B2
US-2017266931-A1 US-2014018766-A1
US-2018161028-A1 US-2018250703-A1
US-2017077159-A1 US-7001503-B1
US-2016360985-A1 US-2018154491-A1
US-2018003660-A1 US-2018016666-A1
US-2016095720-A1 US-2011108035-A1
US-2019128505-A1 US-6375870-B1
US-2018202473-A1 US-4781609-A
US-2018204542-A1 US-2017373048-A1
US-2016067145-A1 US-2005024712-A1
US-2018046955-A1 US-2016026959-A1
US-2017236671-A1 US-2018046246-A1
US-2018346168-A1 US-2012042612-A1
US-2018149337-A1 US-2014136195-A1
US-2017285265-A1 US-5801919-A
US-2016146122-A1 US-2012327446-A1
US-2016338723-A1 US-9155554-B2
US-2018130416-A1 US-2012268501-A1
US-2014158537-A1 US-2015097220-A1
US-2017207087-A1 US-2006264031-A1
US-2017022247-A1 US-2016352285-A1
US-2018084431-A1 US-2008232240-A1
US-2015235190-A1 US-2010242104-A1
US-2018110220-A1 US-7122830-B2
US-2015076021-A1 US-4385415-A
US-2017356613-A1 US-2013208478-A1
US-2017182266-A1 US-2008000470-A1
US-2019111374-A1 US-2013019576-A1
US-2016280826-A1 US-2018122996-A1
US-2018062177-A1 US-2010031094-A1
US-2017332197-A1 US-2018268049-A1
US-2018341622-A1 US-2014050082-A1
US-2016298350-A1 US-2017150842-A1
US-2017138270-A1 US-2019013245-A1
US-2016375948-A1 US-2015127240-A1
US-2016221253-A1 US-2010204739-A1
US-2017095888-A1 US-2019108736-A1
US-2016188279-A1 US-2014334381-A1
US-2013260618-A1 US-2017215471-A1
US-2018182767-A1 US-2015348981-A1
US-10262748-B1 US-2015176803-A1
US-2018148658-A1 US-2019068703-A1
US-2018248644-A1 US-2015185407-A1
US-2017261317-A1 US-2018149083-A1
US-2014259980-A1 US-2018276353-A1
US-2017203085-A1 US-2010048503-A1
US-2016174928-A1 US-2014361769-A1
US-2017033110-A1 US-2010079169-A1
US-2018226745-A1 US-2017066281-A1
US-2018053586-A1 US-2017037822-A1
US-2018116891-A1 US-2016145617-A1
US-2017117209-A1 US-2009273066-A1
US-2019054482-A1 US-2006001167-A1
US-2017347368-A1 US-2015012775-A1
US-2017081976-A1 US-2011236842-A1
US-2015157055-A1 US-2007082151-A1
US-2017025718-A1 US-2010238870-A1
US-2016287788-A1 US-2016174888-A1
US-2018210266-A1 US-7171099-B2
US-2018114522-A1 US-2015364128-A1
US-2015314480-A1 US-2014005821-A1
US-2019128664-A1 US-4291978-A
US-10385561-B1 US-2017355894-A1
US-2018093288-A1 US-2016104545-A1
US-2018232714-A1 US-2014231508-A1
US-2017305720-A1 US-2018194123-A1
US-2017182892-A1 US-2015329007-A1
US-2019087909-A1 US-2002080950-A1
US-2018064475-A1 US-6524313-B1
US-2017118242-A1 US-2007038247-A1
US-2019038438-A1 US-7826894-B2
US-2018084879-A1 US-2008178977-A1
US-2016046263-A1 US-2003121249-A1
US-2018263583-A1 US-2005267348-A1
US-2018058653-A1 US-2013131589-A1
US-10426994-B1 US-2017019317-A1
US-2017149935-A1 US-5193335-A
US-2018207975-A1 US-2015105787-A1
US-2017189625-A1 US-6482185-B1
US-2016004960-A1 US-2010026664-A1
US-2017333728-A1 US-2014272770-A1
US-2018092331-A1 US-8584619-B2
US-2017192271-A1 US-9033995-B2
US-2014367978-A1 US-2014001976-A1
US-2017226819-A1 US-2013087335-A1
US-2018199438-A1 US-2014202743-A1
US-2019005458-A1 US-2014229217-A1
US-2017332813-A1 US-2017341830-A1
US-2017205038-A1 US-2018200516-A1
US-2018064884-A1 US-2017175190-A1
US-2016311615-A1 US-3803738-A
US-2018038072-A1 US-2009211833-A1
US-2018332465-A1 US-2015201427-A1
US-2017360538-A1 US-2014007361-A1
US-2017056513-A1 US-2018141413-A1
US-2017089281-A1 US-2015299035-A1
US-2016218495-A1 US-2019044047-A1
US-2017312441-A1 US-2016252255-A1
US-2015334512-A1 US-2017159946-A1
US-2017134914-A1 US-2016224201-A1
US-2018218068-A1 US-2019126871-A1
US-2015374249-A1 US-5453725-A
US-2018132600-A1 US-8573322-B2
US-2018080571-A1 US-2015350106-A1
US-2019090812-A1 US-2017013513-A1
US-2017280821-A1 US-2018137266-A1
US-2018367713-A1 US-2018173394-A1
US-2017196662-A1 US-2008018403-A1
US-2018194303-A1 US-9708023-B2
US-2017297922-A1 US-6418020-B1
US-2018202575-A1 US-4898130-A
US-2019084774-A1 US-2016134300-A1
US-2016144110-A1 US-2006184140-A1
US-2019008493-A1 US-4505574-A
US-2018082625-A1 US-2013201223-A1
US-2017368895-A1 US-2018183003-A1
US-2017007384-A1 US-2019106596-A1
US-2019032964-A1 US-2012194175-A1
US-2018081292-A1 US-2010006236-A1
US-2016112718-A1 US-2007076966-A1
US-2018290922-A1 US-3914192-A
US-2015196422-A1 US-2014282084-A1
US-2018128313-A1 US-2018199558-A1
US-2017330525-A1 US-2015035014-A1
US-2015237905-A1 US-2006228454-A1
US-2018302543-A1 US-2017331267-A1
US-2017246986-A1 US-2018339654-A1
US-2018032722-A1 US-8171351-B1
US-2018112932-A1 US-2014251585-A1
US-2018307450-A1 US-2018269901-A1
US-2018307147-A1 US-7163771-B2
US-2017143555-A1 US-2011081333-A1
US-2018228610-A1 US-2018042907-A1
US-2018109857-A1 US-2014052136-A1
US-2019062635-A1 US-2017253801-A1
US-2017189904-A1 US-2002014681-A1
US-2016022993-A1 US-2005060009-A1
US-2017103289-A1 US-2011031804-A1
US-2016124514-A1 US-2009228841-A1
US-2017066161-A1 US-2017296956-A1
US-2018032196-A1 US-2018026165-A1
US-2017297344-A1 US-2018074892-A1
US-2018277745-A1 US-2014279532-A1
US-2015042591-A1 US-2017021688-A1
US-2018192590-A1 US-4495768-A
US-2017082466-A1 US-7923791-B2
US-2016017738-A1 US-2005141989-A1
US-2018227777-A1 US-2014029394-A1
US-2016034946-A1 US-5785493-A
US-2018249811-A1 US-2011067187-A1
US-2015127487-A1 US-2018055652-A1
US-2017200185-A1 US-2016113877-A1
US-2018108691-A1 US-7709415-B2
US-2017256802-A1 US-2014199577-A1
US-2017108220-A1 US-6278811-B1
US-2017036332-A1 US-2008296339-A1
US-2017254246-A1 US-4861966-A
US-2017274671-A1 US-2018137890-A1
US-2016234124-A1 US-10176300-B1
US-2017248078-A1 US-2003061815-A1
US-2015027497-A1 US-8292698-B1
US-2018279214-A1 US-2007022342-A1
US-2018375072-A1 US-2014246035-A1
US-2017131570-A1 US-2003020477-A1
US-2015235802-A1 US-2013141803-A1
US-2016245299-A1 US-2018375985-A1
US-2015338213-A1 US-9358623-B2
US-2018071943-A1 US-2018100575-A1
US-2015377217-A1 US-2009196751-A1
US-2018120537-A1 US-2017263351-A1
US-2018253353-A1 US-2014122975-A1
US-2014032113-A1 US-2008004470-A1
US-2018161766-A1 US-2016315042-A1
US-2016363968-A1 US-2013100611-A1
US-2017095851-A1 US-2012272993-A1
US-2019002644-A1 US-2016143768-A1
US-2016277169-A1 US-2003026464-A1
US-2017239567-A1 US-2011022389-A1
US-2011045279-A1 US-2019180840-A1
US-2017186578-A1 US-4672257-A
US-2018135478-A1 US-4615314-A
US-2018222207-A1 US-2017027465-A1
US-2018026718-A1 US-2017001341-A1
US-2018209328-A1 US-4075849-A
US-2018287298-A1 US-8753138-B2
US-2018064030-A1 US-5123805-A
US-2018222073-A1 US-2014345144-A1
US-2018026406-A1 US-2018173041-A1
US-2017291412-A1 US-2015151536-A1
US-2017242773-A1 US-2016037861-A1
US-2017212796-A1 US-2016338095-A1
US-2017110921-A1 US-2005218741-A1
US-2018291795-A1 US-2002011223-A1
US-2018079326-A1 US-10207601-B2
US-2016076541-A1 US-2014377679-A1
US-2011245812-A1 US-2011092963-A1
US-2019127963-A1 US-2012019234-A1
US-2016100817-A1 US-2014015576-A1
US-2017252600-A1 US-2016267048-A1
US-2019016112-A1 US-2011141188-A1
US-2017218975-A1 US-3820719-A
US-2018080114-A1 US-2009219265-A1
US-2017307906-A1 US-4848900-A
US-2017352956-A1 US-2005018259-A1
US-2018220909-A1 US-2012029300-A1
US-2014105303-A1 US-2018043286-A1
US-2018076559-A1 US-2006276060-A1
US-2018074456-A1 US-2015177683-A1
US-2017287623-A1 US-2004018373-A1
US-2018273200-A1 US-2002018447-A1
US-2017221749-A1 US-2014169772-A1
US-2018104477-A1 US-5486880-A
US-2018090939-A1 US-2015074441-A1
US-2017000431-A1 US-2014016748-A1
US-2015152357-A1 US-4761249-A
US-2017257850-A1 US-2018077581-A1
US-2019181869-A1 US-2004192211-A1
US-2017088356-A1 US-2009314554-A1
US-2017065160-A1 US-6293923-B1
US-2014189192-A1 US-2015342762-A1
US-2018363483-A1 US-2017260869-A1
US-2017187536-A1 US-2010013180-A1
US-2017331105-A1 US-2016013484-A1
US-2017025920-A1 US-2006101474-A1
US-2018156994-A1 US-4166668-A
US-2018269776-A1 US-8816641-B2
US-2016038659-A1 US-2017348305-A1
US-2016206939-A1 US-2016010133-A1
US-2017028687-A1 US-2003046956-A1
US-2016089098-A1 US-2006120505-A1
US-2018038303-A1 US-2014031146-A1
US-2016262701-A1 US-2007106172-A1
US-2018052751-A1 US-2003051110-A1
US-2018156996-A1 US-2018126737-A1
US-2017158184-A1 US-2017010684-A1
US-2018321138-A1 US-2008251169-A1
US-2016230391-A1 US-2018036488-A1
US-2017264655-A1 US-2012158531-A1
US-2017197306-A1 US-2005182416-A1
US-2015178165-A1 US-2002078244-A1
US-2018045657-A1 US-2018062002-A1
US-2018007467-A1 US-2017125985-A1
US-2017284227-A1 US-2015331245-A1
US-2018129839-A1 US-2014030763-A1
US-2017175724-A1 US-2012020814-A1
US-2019156901-A1 US-2015179266-A1
US-2018067542-A1 US-2016314024-A1
US-2017215950-A1 US-2014045081-A1
US-2018248378-A1 US-2014049865-A1
US-2017157561-A1 US-2019043341-A1
US-2017188613-A1 US-2004146613-A1
US-2015065254-A1 US-2011250971-A1
US-2018172104-A1 US-2009259196-A1
US-2018241962-A1 US-10361511-B1
US-2017246409-A1 US-6349724-B1
US-2017367733-A1 US-2011022145-A1
US-2016304395-A1 US-4395289-A
US-2016138219-A1 US-2003009614-A1
US-2018162561-A1 US-5199672-A
US-2016230750-A1 US-2016327392-A1
US-2018161741-A1 US-5310540-A
US-2018298510-A1 US-2018366987-A1
US-2018086719-A1 US-2018038079-A1
US-2016230078-A1 US-3846139-A
US-2016187699-A1 US-2014285753-A1
US-2018020532-A1 US-2017326917-A1
US-2019024372-A1 US-2015315787-A1
US-2017261067-A1 US-2017015141-A1
US-2017219289-A1 US-2002013989-A1
US-2017370315-A1 US-2003188568-A1
US-2017346772-A1 US-6935337-B2
US-2018233026-A1 US-2013278421-A1
US-2016265428-A1 US-3964450-A
US-2017335178-A1 US-2018216615-A1
US-2018190508-A1 US-2018059648-A1
US-2012086268-A1 US-6056718-A
US-2014379074-A1 US-7938767-B2
US-2016351131-A1 US-2011014894-A1
US-2017036622-A1 US-5736793-A
US-2015361751-A1 US-2008087424-A1
US-2018133022-A1 US-2014174495-A1
US-2017195482-A1 US-2017338030-A1
US-2016231942-A1 US-7720818-B1
US-2018191945-A1 US-2017006418-A1
US-2019026046-A1 US-2007268782-A1
US-2018273760-A1 US-2013027436-A1
US-2017348115-A1 US-2003236520-A1
US-2015191609-A1 US-2011263015-A1
US-2017068163-A1 US-2014320534-A1
US-2017019591-A1 US-2004174434-A1
US-2018373568-A1 US-2016080475-A1
US-2018263425-A1 US-2007001359-A1
US-2018098602-A1 US-2014182170-A1
US-2017286972-A1 US-2017060366-A1
US-2017055755-A1 US-7573005-B2
US-2018275560-A1 US-2016315944-A1
US-2019042896-A1 US-2017024641-A1
US-2018056603-A1 US-2018015661-A1
US-2018358691-A1 US-2013111137-A1
US-2018034065-A1 US-2004121219-A1
US-2017088408-A1 US-2018013870-A1
US-2017343001-A1 US-8087880-B2
US-2017101977-A1 US-2017281295-A1
US-2017053012-A1 US-2012095385-A1
US-2017077119-A1 US-2007106283-A1
US-2018188092-A1 US-2018004920-A1
US-2018102508-A1 US-2018024051-A1
US-2018016062-A1 US-2019003196-A1
US-2017089766-A1 US-2017330331-A1
US-2017232485-A1 US-2016032921-A1
US-2017131386-A1 US-5018325-A
US-2018144176-A1 US-2015295496-A1
US-2017047813-A1 US-2015047362-A1
US-2015322556-A1 US-2017258147-A1
US-2018096748-A1 US-2019220713-A1
US-2017323133-A1 US-2002135273-A1
US-2016278660-A1 US-2004152997-A1
US-2018057741-A1 US-2018004603-A1
US-2016208523-A1 US-7108301-B2
US-2017296350-A1 US-6969407-B2
US-2017062128-A1 US-5226220-A
US-2018111722-A1 US-7240609-B2
US-2018311960-A1 US-2013176362-A1
US-2018005492-A1 US-2016025362-A1
US-2018076161-A1 US-2017074234-A1
US-2018123561-A1 US-2012049976-A1
US-2018122348-A1 US-8540363-B2
US-2017341204-A1 US-2006001493-A1
US-2016220290-A1 US-2017031601-A1
US-2016146438-A1 US-2013265780-A1
US-2016032156-A1 US-2015022464-A1
US-2018045860-A1 US-2011317272-A1
US-2014201617-A1 US-2016230060-A1
US-2019064866-A1 US-2017296197-A1
US-2019146939-A1 US-2016253998-A1
US-2016087552-A1 US-2018284764-A1
US-2019044577-A1 US-2011182702-A1
US-2019002149-A1 US-2017305649-A1
US-2015328674-A1 US-6927348-B1
US-2015223268-A1 US-2019074406-A1
US-2017369821-A1 US-8725311-B1
US-2017287663-A1 US-2004112442-A1
US-2016224097-A1 US-2019074375-A1
US-2018165358-A1 US-2018026565-A1
US-2018007775-A1 US-4798952-A
US-2017039789-A1 US-2014366314-A1
US-2017321966-A1 US-2016029839-A1
US-2018044078-A1 US-6527110-B2
US-2017200824-A1 US-2017128209-A1
US-2018309360-A1 US-2013039100-A1
US-2017141604-A1 US-2018255848-A1
US-2016259014-A1 US-2018288859-A1
US-2017212942-A1 US-2014210672-A1
US-2018004597-A1 US-8413010-B1
US-2014060619-A1 US-8623993-B2
US-2018030818-A1 US-5815489-A
US-2018158440-A1 US-2016354413-A1
US-2017012099-A1 US-7841817-B2
US-2017304913-A1 US-2017022115-A1
US-2018144151-A1 US-2012250950-A1
US-2018033430-A1 US-2014301914-A1
US-2018350886-A1 US-2003095736-A1
US-2015366797-A1 US-2015164926-A1
US-2017229070-A1 US-2006061560-A1
US-2018160463-A1 US-2014078762-A1
US-2018366517-A1 US-7480957-B2
US-2017201472-A1 US-2016105989-A1
US-2016033593-A1 US-2011008017-A1
US-2019051661-A1 US-2017022947-A1
US-2015187230-A1 US-5405127-A
US-2017144386-A1 US-6968883-B2
US-2018180866-A1 US-2013016963-A1
US-2016250556-A1 US-2015133214-A1
US-2017092649-A1 US-2005150655-A1
US-2016027846-A1 US-2014007306-A1
US-2018358308-A1 US-7378922-B2
US-2019032847-A1 US-2017211719-A1
US-2019039571-A1 US-2017361583-A1
US-2018233426-A1 US-2016297970-A1
US-2016106579-A1 US-2009137962-A1
US-2017145909-A1 US-2013033337-A1
US-2017184442-A1 US-2017213983-A1
US-2018120634-A1 US-2009147186-A1
US-2017146608-A1 US-2017178847-A1
US-2016296787-A1 US-9220130-B1
US-2016067925-A1 US-2011146230-A1
US-2017304783-A1 US-2018308893-A1
US-2018239722-A1 US-2001001135-A1
US-2019014459-A1 US-2014235166-A1
US-2019199352-A1 US-2012074987-A1
US-2016371144-A1 US-2018144813-A1
US-2018033998-A1 US-2016020437-A1
US-2016280591-A1 US-2012009408-A1
US-2018234180-A1 US-2015004404-A1
US-2016146047-A1 US-2011036089-A1
US-2017146578-A1 US-2006184307-A1
US-2017212385-A1 US-2018173472-A1
US-2017253875-A1 US-2017138116-A1
US-2017078669-A1 US-2010009186-A1
US-2017000598-A1 US-2018281472-A1
US-2017260418-A1 US-2007003588-A1
US-2018016622-A1 US-2012164652-A1
US-2017222092-A1 US-8823040-B2
US-2018313891-A1 US-2013269364-A1
US-2017135359-A1 US-2016302674-A1
US-2017233894-A1 US-2013012277-A1
US-2018100190-A1 US-9187783-B2
US-2018258361-A1 US-4844714-A
US-2018269632-A1 US-9385480-B2
US-2018011442-A1 US-2016296787-A1
US-2016358891-A1 US-2013154106-A1
US-2017178870-A1 US-2010028238-A1
US-2017227227-A1 US-5235814-A
US-2018043220-A1 US-2017117299-A1
US-2017178558-A1 US-2018341155-A1
US-2016147499-A1 US-2014208223-A1
US-2018167476-A1 US-2017177186-A1
US-2017297625-A1 US-2019026994-A1
US-2017024100-A1 US-2018068811-A1
US-2015069656-A1 US-6309570-B1
US-2016284629-A1 US-2014239472-A1
US-2018185020-A1 US-2014058417-A1
US-2017367881-A1 US-4642114-A
US-2016264394-A1 US-2019075607-A1
US-2016339325-A1 US-2015194995-A1
US-2016131629-A1 US-2006102732-A1
US-2016281909-A1 US-6280973-B1
US-2016187566-A1 US-2011309390-A1
US-2017203473-A1 US-2009054075-A1
US-2017356530-A1 US-2010024887-A1
US-2017098570-A1 US-2013264780-A1
US-2016269289-A1 US-2008013549-A1
US-2018265928-A1 US-4377057-A
US-2017350603-A1 US-2014120864-A1
US-2017027744-A1 US-2017264702-A1
US-2017193034-A1 US-2017355820-A1
US-2017138307-A1 US-2018344462-A1
US-2017309649-A1 US-6048337-A
US-2018233824-A1 US-4642114-A
US-2018003150-A1 US-4725195-A
US-2018164516-A1 US-10131422-B2
US-4673991-A US-2017352307-A1
US-2016119812-A1 US-2015103663-A1
US-2018148734-A1 US-2012209437-A1
US-2018374840-A1 US-2018262302-A1
US-2015355290-A1 US-2014142905-A1
US-2017267832-A1 US-2011025037-A1
US-2014311239-A1 US-2015314248-A1
US-2018348820-A1 US-2017329288-A1
US-2016320753-A1 US-2013013378-A1
US-2016267886-A1 US-2017343020-A1
US-2017194477-A1 US-2012014521-A1
US-2018313125-A1 US-2018062560-A1
US-2017328537-A1 US-9175832-B2
US-2016211466-A1 US-2018116387-A1
US-2018024255-A1 US-2009294686-A1
US-2018147048-A1 US-2013330529-A1
US-2018357890-A1 US-2012106701-A1
US-2017248072-A1 US-8573930-B2
US-2017132999-A1 US-7743880-B2
US-2016278760-A1 US-2009319043-A1
US-2018025938-A1 US-2014001556-A1
US-2019154242-A1 US-2005023775-A1
US-2018297867-A1 US-2012026730-A1
US-2015046832-A1 US-2012311438-A1
US-2017146401-A1 US-2016293403-A1
US-2017100121-A1 US-2015032168-A1
US-2018190341-A1 US-5654913-A
US-2016361907-A1 US-2013015312-A1
US-2018233839-A1 US-8771028-B2
US-2017038524-A1 US-7360551-B2
US-2017134050-A1 US-2017363533-A1
US-2017056077-A1 US-2011160728-A1
US-2015340140-A1 US-2004041673-A1
US-2019066760-A1 US-2006171241-A1
US-2018270629-A1 US-2018321594-A1
US-2018314752-A1 US-2013290359-A1
US-2018263781-A1 US-7396348-B2
US-2017083901-A1 US-2004070491-A1
US-2016265076-A1 US-2017114670-A1
US-2019055883-A1 US-6754045-B2
US-2016367727-A1 US-2017285815-A1
US-2016175019-A1 US-2005278023-A1
US-2016045329-A1 US-6994727-B2
US-2018236600-A1 US-2009152296-A1
US-2014196190-A1 US-2017271622-A1
US-2017259969-A1 US-2002031700-A1
US-2018046240-A1 US-6678830-B1
US-2017227445-A1 US-2002010159-A1
US-2016084448-A1 US-2019115165-A1
US-2016175116-A1 US-2019072864-A1
US-2018229125-A1 US-2009025994-A1
US-2015027715-A1 US-2010157735-A1
US-2017255346-A1 US-2017306702-A1
US-2013266069-A1 US-6127751-A
US-2017163637-A1 US-8994498-B2
US-2018047896-A1 US-2012235109-A1
US-2017309196-A1 US-2015120018-A1
US-2018117940-A1 US-2010066779-A1
US-2017358744-A1 US-2017343300-A1
US-2016349412-A1 US-2014193591-A1
US-2017048898-A1 US-2018194598-A1
US-2018132957-A1 US-2010082041-A1
US-2017171764-A1 US-2013279490-A1
US-2014200483-A1 US-2007138229-A1
US-2017278765-A1 US-2016009358-A1
US-2015362161-A1 US-7742121-B2
US-2016120599-A1 US-2014064147-A1
US-2016114100-A1 US-7666169-B2
US-2018127389-A1 US-2018333821-A1
US-2018005138-A1 US-2011035820-A1
US-2018054367-A1 US-2018031915-A1
US-2018225624-A1 US-2017286490-A1
US-2015281948-A1 US-2012029205-A1
US-2018136468-A1 US-2012021831-A1
US-10236072-B1 US-2010046306-A1
US-2017007301-A1 US-2008192855-A1
US-2018141201-A1 US-2019044906-A1
US-2017189954-A1 US-9696132-B2
US-2015246743-A1 US-2008020268-A1
US-2017169324-A1 US-2012191546-A1
US-2014265097-A1 US-2011016495-A1
US-2018255587-A1 US-2017314940-A1
US-2017056098-A1 US-2006217706-A1
US-2017051161-A1 US-6048471-A
US-2017317976-A1 US-2016101247-A1
US-2018119180-A1 US-2005059151-A1
US-2017301743-A1 US-2012218495-A1
US-2018197054-A1 US-2016278896-A1
US-2015314479-A1 US-2014005821-A1
US-2015024192-A1 US-2008221229-A1
US-2018327023-A1 US-2011010910-A1
US-2017302753-A1 US-2016146120-A1
US-2017181402-A1 US-6935783-B2
US-2017122310-A1 US-6739129-B2
US-2012123942-A1 US-2013011819-A1
US-2019119439-A1 US-6592218-B1
US-2018136427-A1 US-2006280408-A1
US-2017107366-A1 US-2015060823-A1
US-2018156709-A1 US-2011252865-A1
US-2018219331-A1 US-7806729-B2
US-2017332418-A1 US-8206427-B1
US-2018033816-A1 US-2010314672-A1
US-2018057710-A1 US-2007082456-A1
US-2013323466-A1 US-2010033818-A1
US-2018279716-A1 US-8537615-B2
US-2018147459-A1 US-4398965-A
US-2015313602-A1 US-2019226806-A1
US-2018304059-A1 US-4964850-A
US-2017314848-A1 US-7866171-B2
US-2017351832-A1 US-2017201157-A1
US-2018307460-A1 US-6925279-B2
US-2018190172-A1 US-2011227964-A1
US-2017179751-A1 US-2011005539-A1
US-2018294228-A1 US-2009003947-A1
US-2017092270-A1 US-2015024328-A1
US-2018008313-A1 US-2014276946-A1
US-2017312005-A1 US-2019090363-A1
US-2018221756-A1 US-2010024666-A1
US-2018318091-A1 US-2009259261-A1
US-2018055715-A1 US-6146315-A
US-2019054748-A1 US-2011103867-A1
US-2018172063-A1 US-2018128885-A1
US-2016206346-A1 US-6183442-B1
US-2018210490-A1 US-2008034256-A1
US-2016290849-A1 US-2017077296-A1
US-2018136732-A1 US-2011188073-A1
US-2018149025-A1 US-2012021565-A1
US-2018112382-A1 US-2009305135-A1
US-2017163071-A1 US-2018303908-A1
US-2018063321-A1 US-2016036969-A1
US-2017250092-A1 US-2017063074-A1
US-2016230699-A1 US-2016271748-A1
US-2015306565-A1 US-2017293052-A1
US-2017334703-A1 US-6729629-B2
US-2018164556-A1 US-2007004696-A1
US-2018005367-A1 US-2015295707-A1
US-2017372279-A1 US-2009114716-A1
US-2017355696-A1 US-2016029839-A1
US-2018063634-A1 US-8522917-B1
US-2016362784-A1 US-2002082077-A1
US-2012109128-A1 US-2011006615-A1
US-2018210569-A1 US-2011320405-A1
US-2016249495-A1 US-2010219382-A1
US-2018284880-A1 US-2017344070-A1
US-2016049854-A1 US-2016106580-A1
US-2017148727-A1 US-4948053-A
US-2018148962-A1 US-5040857-A
US-2017263845-A1 US-2005259002-A1
US-2017228586-A1 US-8856541-B1
US-2018232002-A1 US-2014298949-A1
US-2018350679-A1 US-2011010143-A1
US-2016270441-A1 US-9337287-B2
US-2017133130-A1 US-6993931-B1
US-2017217239-A1 US-2016107409-A1
US-2018297613-A1 US-2018214715-A1
US-2016357716-A1 US-2013023212-A1
US-2015132423-A1 US-2016068485-A1
US-2018160140-A1 US-2017137702-A1
US-2017115851-A1 US-2015016394-A1
US-2016262392-A1 US-2005010174-A1
US-2016225530-A1 US-2018352240-A1
US-2017159053-A1 US-5776623-A
US-2019009126-A1 US-2017269564-A1
US-2017050419-A1 US-5382626-A
US-2017092894-A1 US-2012267611-A1
US-2016262823-A1 US-2014257097-A1
US-2017248990-A1 US-2013305437-A1
US-2017277195-A1 US-2017012342-A1
US-2018344595-A1 US-2018269623-A1
US-2018145753-A1 US-2018334341-A1
US-2016016128-A1 US-2017278878-A1
US-2017089367-A1 US-4901716-A
US-2018361755-A1 US-2006069749-A1
US-2018088163-A1 US-8536893-B2
